순위,지역,년도,성별,이름,비율,건수
1,서울특별시,2015,남성,민준,민준(7.99%),92
2,서울특별시,2015,남성,현우,현우(7.38%),85
3,서울특별시,2015,남성,서준,서준(7.12%),82
4,서울특별시,2015,남성,지훈,지훈(6.68%),77
5,서울특별시,2015,남성,현준,현준(5.82%),67
6,서울특별시,2015,남성,도현,도현(5.64%),65
7,서울특별시,2015,남성,정우,정우(5.21%),60
8,서울특별시,2015,남성,민재,민재(4.95%),57
9,서울특별시,2015,남성,승현,승현(4.43%),51
9,서울특별시,2015,남성,지호,지호(4.43%),51
11,서울특별시,2015,남성,성민,성민(4.25%),49
11,서울특별시,2015,남성,준우,준우(4.25%),49
11,서울특별시,2015,남성,진우,진우(4.25%),49
14,서울특별시,2015,남성,준호,준호(4.17%),48
15,서울특별시,2015,남성,민성,민성(4.08%),47
15,서울특별시,2015,남성,준영,준영(4.08%),47
17,서울특별시,2015,남성,재현,재현(3.99%),46
18,서울특별시,2015,남성,주원,주원(3.91%),45
19,서울특별시,2015,남성,승민,승민(3.73%),43
20,서울특별시,2015,남성,승우,승우(3.65%),42
21,서울특별시,2015,남성,기타,기타(87.58%),"8,126"
1,부산광역시,2015,남성,민준,민준(11.65%),70
2,부산광역시,2015,남성,도윤,도윤(6.32%),38
3,부산광역시,2015,남성,도현,도현(5.99%),36
4,부산광역시,2015,남성,건우,건우(5.49%),33
5,부산광역시,2015,남성,정우,정우(5.32%),32
5,부산광역시,2015,남성,주원,주원(5.32%),32
7,부산광역시,2015,남성,현우,현우(5.16%),31
8,부산광역시,2015,남성,서준,서준(4.99%),30
8,부산광역시,2015,남성,지훈,지훈(4.99%),30
10,부산광역시,2015,남성,재현,재현(4.49%),27
11,부산광역시,2015,남성,준영,준영(4.33%),26
11,부산광역시,2015,남성,현준,현준(4.33%),26
13,부산광역시,2015,남성,동현,동현(4.16%),25
13,부산광역시,2015,남성,준우,준우(4.16%),25
15,부산광역시,2015,남성,민재,민재(3.99%),24
15,부산광역시,2015,남성,성민,성민(3.99%),24
15,부산광역시,2015,남성,정민,정민(3.99%),24
18,부산광역시,2015,남성,민규,민규(3.83%),23
18,부산광역시,2015,남성,진우,진우(3.83%),23
20,부산광역시,2015,남성,우진,우진(3.66%),22
