,순위,지역,년도,성별,이름,비율,건수
0,1,서울특별시,2021,남성,이준,이준(6.95%),518
1,2,서울특별시,2021,남성,이안,이안(6.35%),473
2,3,서울특별시,2021,남성,지안,지안(6.31%),470
3,4,서울특별시,2021,남성,이서,이서(5.93%),442
4,5,서울특별시,2021,남성,지우,지우(5.74%),428
5,6,서울특별시,2021,남성,서준,서준(5.42%),404
6,7,서울특별시,2021,남성,하준,하준(5.18%),386
7,8,서울특별시,2021,남성,도윤,도윤(4.99%),372
8,9,서울특별시,2021,남성,지호,지호(4.98%),371
9,10,서울특별시,2021,남성,하윤,하윤(4.91%),366
10,11,서울특별시,2021,남성,서아,서아(4.90%),365
11,12,서울특별시,2021,남성,은우,은우(4.75%),354
12,13,서울특별시,2021,남성,시우,시우(4.59%),342
13,14,서울특별시,2021,남성,지아,지아(4.46%),332
14,15,서울특별시,2021,남성,서윤,서윤(4.20%),313
15,16,서울특별시,2021,남성,유나,유나(4.15%),309
16,17,서울특별시,2021,남성,선우,선우(4.13%),308
17,18,서울특별시,2021,남성,연우,연우(4.11%),306
18,19,서울특별시,2021,남성,주원,주원(4.01%),299
19,20,서울특별시,2021,남성,서우,서우(3.93%),293
20,21,서울특별시,2021,남성,기타,기타(87.40%),"51,684"
21,1,부산광역시,2021,남성,이준,이준(6.63%),150
22,2,부산광역시,2021,남성,지안,지안(6.59%),149
23,3,부산광역시,2021,남성,도윤,도윤(6.23%),141
24,4,부산광역시,2021,남성,은우,은우(5.61%),127
25,5,부산광역시,2021,남성,서우,서우(5.53%),125
26,6,부산광역시,2021,남성,서준,서준(5.39%),122
27,6,부산광역시,2021,남성,하준,하준(5.39%),122
28,8,부산광역시,2021,남성,하윤,하윤(5.26%),119
29,9,부산광역시,2021,남성,이서,이서(5.22%),118
30,10,부산광역시,2021,남성,지우,지우(5.17%),117
31,11,부산광역시,2021,남성,하린,하린(5.08%),115
32,12,부산광역시,2021,남성,유준,유준(4.86%),110
33,13,부산광역시,2021,남성,지호,지호(4.82%),109
34,14,부산광역시,2021,남성,시우,시우(4.55%),103
35,15,부산광역시,2021,남성,서아,서아(4.38%),99
36,16,부산광역시,2021,남성,예준,예준(4.29%),97
37,17,부산광역시,2021,남성,서윤,서윤(3.85%),87
38,18,부산광역시,2021,남성,아윤,아윤(3.76%),85
39,19,부산광역시,2021,남성,선우,선우(3.71%),84
40,20,부산광역시,2021,남성,민준,민준(3.67%),83
41,21,부산광역시,2021,남성,기타,기타(84.60%),"12,425"
42,1,대구광역시,2021,남성,이준,이준(7.08%),112
43,2,대구광역시,2021,남성,지안,지안(6.82%),108
44,3,대구광역시,2021,남성,서준,서준(6.63%),105
45,4,대구광역시,2021,남성,도윤,도윤(6.38%),101
46,5,대구광역시,2021,남성,하윤,하윤(5.24%),83
47,6,대구광역시,2021,남성,하준,하준(5.12%),81
48,7,대구광역시,2021,남성,서우,서우(4.93%),78
49,8,대구광역시,2021,남성,시우,시우(4.86%),77
50,8,대구광역시,2021,남성,은우,은우(4.86%),77
51,10,대구광역시,2021,남성,서윤,서윤(4.80%),76
52,11,대구광역시,2021,남성,아윤,아윤(4.74%),75
53,12,대구광역시,2021,남성,지우,지우(4.67%),74
54,13,대구광역시,2021,남성,주원,주원(4.61%),73
55,14,대구광역시,2021,남성,선우,선우(4.55%),72
56,15,대구광역시,2021,남성,지호,지호(4.49%),71
57,16,대구광역시,2021,남성,예준,예준(4.30%),68
58,17,대구광역시,2021,남성,민준,민준(4.17%),66
59,18,대구광역시,2021,남성,서아,서아(4.04%),64
60,19,대구광역시,2021,남성,도겸,도겸(3.85%),61
61,19,대구광역시,2021,남성,도현,도현(3.85%),61
62,20,대구광역시,2021,남성,기타,기타(85.48%),"9,321"
63,1,인천광역시,2021,남성,서아,서아(7.88%),195
64,2,인천광역시,2021,남성,이준,이준(7.23%),179
65,3,인천광역시,2021,남성,하준,하준(5.94%),147
66,4,인천광역시,2021,남성,서준,서준(5.74%),142
67,5,인천광역시,2021,남성,은우,은우(5.53%),137
68,6,인천광역시,2021,남성,지안,지안(5.21%),129
69,7,인천광역시,2021,남성,도윤,도윤(5.09%),126
70,8,인천광역시,2021,남성,지아,지아(5.05%),125
71,9,인천광역시,2021,남성,이서,이서(4.89%),121
72,9,인천광역시,2021,남성,하윤,하윤(4.89%),121
73,11,인천광역시,2021,남성,시우,시우(4.85%),120
74,12,인천광역시,2021,남성,연우,연우(4.40%),109
75,12,인천광역시,2021,남성,지우,지우(4.40%),109
76,14,인천광역시,2021,남성,아린,아린(4.32%),107
77,15,인천광역시,2021,남성,서우,서우(4.28%),106
78,16,인천광역시,2021,남성,하은,하은(4.20%),104
79,17,인천광역시,2021,남성,하율,하율(4.12%),102
80,18,인천광역시,2021,남성,이안,이안(4.08%),101
81,19,인천광역시,2021,남성,다온,다온(4.00%),99
82,20,인천광역시,2021,남성,선우,선우(3.92%),97
83,21,인천광역시,2021,남성,기타,기타(83.88%),"12,887"
84,1,광주광역시,2021,남성,이준,이준(7.38%),94
85,2,광주광역시,2021,남성,서아,서아(7.07%),90
86,3,광주광역시,2021,남성,서준,서준(6.21%),79
87,4,광주광역시,2021,남성,은우,은우(5.81%),74
88,4,광주광역시,2021,남성,하윤,하윤(5.81%),74
89,6,광주광역시,2021,남성,하준,하준(5.66%),72
90,7,광주광역시,2021,남성,시우,시우(5.18%),66
91,8,광주광역시,2021,남성,하율,하율(5.11%),65
92,9,광주광역시,2021,남성,도윤,도윤(4.87%),62
93,9,광주광역시,2021,남성,로운,로운(4.87%),62
94,9,광주광역시,2021,남성,지안,지안(4.87%),62
95,12,광주광역시,2021,남성,이안,이안(4.71%),60
96,13,광주광역시,2021,남성,지우,지우(4.63%),59
97,14,광주광역시,2021,남성,예준,예준(4.08%),52
98,15,광주광역시,2021,남성,도현,도현(4.01%),51
99,15,광주광역시,2021,남성,서우,서우(4.01%),51
100,17,광주광역시,2021,남성,서윤,서윤(3.93%),50
101,17,광주광역시,2021,남성,아윤,아윤(3.93%),50
102,17,광주광역시,2021,남성,연우,연우(3.93%),50
103,17,광주광역시,2021,남성,이서,이서(3.93%),50
104,18,광주광역시,2021,남성,기타,기타(84.24%),"6,806"
105,1,대전광역시,2021,남성,도윤,도윤(7.06%),84
106,2,대전광역시,2021,남성,하준,하준(6.81%),81
107,3,대전광역시,2021,남성,서아,서아(6.22%),74
108,4,대전광역시,2021,남성,이준,이준(6.13%),73
109,5,대전광역시,2021,남성,서준,서준(5.71%),68
110,6,대전광역시,2021,남성,이서,이서(5.46%),65
