,순위,지역,년도,성별,이름,비율,건수
0,1,서울특별시,2011,남성,지우,지우(7.71%),903
1,2,서울특별시,2011,남성,주원,주원(6.89%),807
2,3,서울특별시,2011,남성,서윤,서윤(6.46%),756
3,4,서울특별시,2011,남성,민준,민준(6.23%),729
4,5,서울특별시,2011,남성,서연,서연(6.17%),722
5,6,서울특별시,2011,남성,지민,지민(5.69%),666
6,7,서울특별시,2011,남성,서현,서현(5.67%),664
7,8,서울특별시,2011,남성,민서,민서(5.03%),589
8,9,서울특별시,2011,남성,지원,지원(4.91%),575
9,10,서울특별시,2011,남성,윤서,윤서(4.87%),570
10,11,서울특별시,2011,남성,지호,지호(4.60%),539
11,12,서울특별시,2011,남성,서준,서준(4.54%),531
12,13,서울특별시,2011,남성,시우,시우(4.52%),529
13,14,서울특별시,2011,남성,서진,서진(3.96%),464
14,14,서울특별시,2011,남성,연우,연우(3.96%),464
15,14,서울특별시,2011,남성,지후,지후(3.96%),464
16,17,서울특별시,2011,남성,준서,준서(3.79%),444
17,18,서울특별시,2011,남성,예준,예준(3.78%),442
18,19,서울특별시,2011,남성,하윤,하윤(3.64%),426
19,20,서울특별시,2011,남성,현우,현우(3.62%),424
20,21,서울특별시,2011,남성,기타,기타(87.72%),"83,668"
21,1,부산광역시,2011,남성,민준,민준(7.08%),259
22,2,부산광역시,2011,남성,지우,지우(7.00%),256
23,3,부산광역시,2011,남성,지민,지민(6.76%),247
24,4,부산광역시,2011,남성,민서,민서(6.13%),224
25,5,부산광역시,2011,남성,서현,서현(5.88%),215
26,5,부산광역시,2011,남성,지원,지원(5.88%),215
27,7,부산광역시,2011,남성,서윤,서윤(5.66%),207
28,8,부산광역시,2011,남성,주원,주원(5.06%),185
29,9,부산광역시,2011,남성,지후,지후(4.84%),177
30,10,부산광역시,2011,남성,도윤,도윤(4.60%),168
31,11,부산광역시,2011,남성,윤서,윤서(4.54%),166
32,12,부산광역시,2011,남성,서연,서연(4.46%),163
33,13,부산광역시,2011,남성,지윤,지윤(4.43%),162
34,14,부산광역시,2011,남성,예준,예준(4.40%),161
35,15,부산광역시,2011,남성,수빈,수빈(4.13%),151
36,16,부산광역시,2011,남성,채원,채원(4.08%),149
37,17,부산광역시,2011,남성,도현,도현(3.91%),143
38,18,부산광역시,2011,남성,서준,서준(3.80%),139
39,19,부산광역시,2011,남성,민재,민재(3.72%),136
40,20,부산광역시,2011,남성,현우,현우(3.64%),133
41,21,부산광역시,2011,남성,기타,기타(87.34%),"25,216"
42,1,대구광역시,2011,남성,민준,민준(7.13%),188
43,2,대구광역시,2011,남성,민서,민서(7.05%),186
44,3,대구광역시,2011,남성,서현,서현(6.75%),178
45,4,대구광역시,2011,남성,주원,주원(6.07%),160
46,5,대구광역시,2011,남성,지우,지우(5.73%),151
47,6,대구광역시,2011,남성,지민,지민(5.50%),145
48,7,대구광역시,2011,남성,도윤,도윤(5.23%),138
49,8,대구광역시,2011,남성,지원,지원(5.01%),132
50,9,대구광역시,2011,남성,지훈,지훈(4.89%),129
51,10,대구광역시,2011,남성,서연,서연(4.82%),127
