순위,지역,년도,성별,이름,비율,건수
1,서울특별시,2017,남성,정우,정우(7.77%),78
2,서울특별시,2017,남성,현우,현우(7.07%),71
3,서울특별시,2017,남성,민준,민준(6.37%),64
4,서울특별시,2017,남성,지훈,지훈(6.18%),62
5,서울특별시,2017,남성,도현,도현(5.98%),60
6,서울특별시,2017,남성,우진,우진(5.68%),57
7,서울특별시,2017,남성,서준,서준(5.28%),53
8,서울특별시,2017,남성,민재,민재(5.18%),52
9,서울특별시,2017,남성,건우,건우(4.78%),48
10,서울특별시,2017,남성,준영,준영(4.68%),47
11,서울특별시,2017,남성,승현,승현(4.58%),46
12,서울특별시,2017,남성,주원,주원(4.48%),45
13,서울특별시,2017,남성,진우,진우(4.28%),43
14,서울특별시,2017,남성,승민,승민(4.18%),42
14,서울특별시,2017,남성,지호,지호(4.18%),42
16,서울특별시,2017,남성,재원,재원(3.98%),40
17,서울특별시,2017,남성,승우,승우(3.88%),39
17,서울특별시,2017,남성,현준,현준(3.88%),39
19,서울특별시,2017,남성,성민,성민(3.78%),38
19,서울특별시,2017,남성,재현,재현(3.78%),38
20,서울특별시,2017,남성,기타,기타(87.18%),"6,829"
1,부산광역시,2017,남성,정우,정우(7.56%),34
2,부산광역시,2017,남성,서준,서준(6.00%),27
3,부산광역시,2017,남성,건우,건우(5.78%),26
3,부산광역시,2017,남성,지훈,지훈(5.78%),26
5,부산광역시,2017,남성,민준,민준(5.56%),25
6,부산광역시,2017,남성,도윤,도윤(5.33%),24
6,부산광역시,2017,남성,도현,도현(5.33%),24
8,부산광역시,2017,남성,승현,승현(5.11%),23
8,부산광역시,2017,남성,주원,주원(5.11%),23
8,부산광역시,2017,남성,현우,현우(5.11%),23
8,부산광역시,2017,남성,현준,현준(5.11%),23
12,부산광역시,2017,남성,선우,선우(4.67%),21
13,부산광역시,2017,남성,동현,동현(4.44%),20
13,부산광역시,2017,남성,민재,민재(4.44%),20
13,부산광역시,2017,남성,우진,우진(4.44%),20
13,부산광역시,2017,남성,지환,지환(4.44%),20
17,부산광역시,2017,남성,민규,민규(4.00%),18
17,부산광역시,2017,남성,재원,재원(4.00%),18
17,부산광역시,2017,남성,준호,준호(4.00%),18
20,부산광역시,2017,남성,준우,준우(3.78%),17
21,부산광역시,2017,남성,기타,기타(87.33%),"3,103"
1,대구광역시,2017,남성,도현,도현(8.09%),25
2,대구광역시,2017,남성,건우,건우(6.80%),21
2,대구광역시,2017,남성,지훈,지훈(6.80%),21
4,대구광역시,2017,남성,민준,민준(6.47%),20
5,대구광역시,2017,남성,승현,승현(5.83%),18
5,대구광역시,2017,남성,주원,주원(5.83%),18
5,대구광역시,2017,남성,준혁,준혁(5.83%),18
5,대구광역시,2017,남성,현우,현우(5.83%),18
9,대구광역시,2017,남성,도윤,도윤(4.85%),15
10,대구광역시,2017,남성,민재,민재(4.53%),14
10,대구광역시,2017,남성,우진,우진(4.53%),14
10,대구광역시,2017,남성,재원,재원(4.53%),14
10,대구광역시,2017,남성,정우,정우(4.53%),14
14,대구광역시,2017,남성,민규,민규(4.21%),13
14,대구광역시,2017,남성,현준,현준(4.21%),13
16,대구광역시,2017,남성,동현,동현(3.88%),12
17,대구광역시,2017,남성,준우,준우(3.56%),11
18,대구광역시,2017,남성,근우,근우(3.24%),10
18,대구광역시,2017,남성,성현,성현(3.24%),10
18,대구광역시,2017,남성,진우,진우(3.24%),10
19,대구광역시,2017,남성,기타,기타(85.29%),"1,791"
1,인천광역시,2017,남성,민준,민준(8.16%),23
2,인천광역시,2017,남성,서준,서준(7.80%),22
3,인천광역시,2017,남성,도윤,도윤(6.74%),19
4,인천광역시,2017,남성,우진,우진(6.03%),17
4,인천광역시,2017,남성,현우,현우(6.03%),17
6,인천광역시,2017,남성,진우,진우(5.67%),16
7,인천광역시,2017,남성,성준,성준(5.32%),15
7,인천광역시,2017,남성,정우,정우(5.32%),15
9,인천광역시,2017,남성,건우,건우(4.61%),13
9,인천광역시,2017,남성,도현,도현(4.61%),13
9,인천광역시,2017,남성,선우,선우(4.61%),13
9,인천광역시,2017,남성,주원,주원(4.61%),13
13,인천광역시,2017,남성,시우,시우(4.26%),12
14,인천광역시,2017,남성,재현,재현(3.90%),11
14,인천광역시,2017,남성,정민,정민(3.90%),11
14,인천광역시,2017,남성,준호,준호(3.90%),11
14,인천광역시,2017,남성,지훈,지훈(3.90%),11
18,인천광역시,2017,남성,승우,승우(3.55%),10
18,인천광역시,2017,남성,재원,재원(3.55%),10
18,인천광역시,2017,남성,지호,지호(3.55%),10
19,인천광역시,2017,남성,기타,기타(85.97%),"1,728"
1,광주광역시,2017,남성,민준,민준(11.28%),22
2,광주광역시,2017,남성,도현,도현(8.72%),17
3,광주광역시,2017,남성,지훈,지훈(8.21%),16
4,광주광역시,2017,남성,도윤,도윤(5.64%),11
4,광주광역시,2017,남성,서준,서준(5.64%),11
4,광주광역시,2017,남성,지호,지호(5.64%),11
7,광주광역시,2017,남성,민성,민성(4.62%),9
7,광주광역시,2017,남성,정민,정민(4.62%),9
7,광주광역시,2017,남성,정우,정우(4.62%),9
7,광주광역시,2017,남성,주원,주원(4.62%),9
11,광주광역시,2017,남성,승현,승현(4.10%),8
11,광주광역시,2017,남성,재원,재원(4.10%),8
11,광주광역시,2017,남성,현우,현우(4.10%),8
11,광주광역시,2017,남성,현준,현준(4.10%),8
15,광주광역시,2017,남성,시우,시우(3.59%),7
15,광주광역시,2017,남성,윤우,윤우(3.59%),7
15,광주광역시,2017,남성,준우,준우(3.59%),7
18,광주광역시,2017,남성,경민,경민(3.08%),6
18,광주광역시,2017,남성,정현,정현(3.08%),6
18,광주광역시,2017,남성,진우,진우(3.08%),6
19,광주광역시,2017,남성,기타,기타(84.61%),"1,072"
1,대전광역시,2017,남성,서준,서준(7.94%),15
1,대전광역시,2017,남성,주원,주원(7.94%),15
3,대전광역시,2017,남성,도윤,도윤(6.35%),12
3,대전광역시,2017,남성,정우,정우(6.35%),12
5,대전광역시,2017,남성,준서,준서(5.82%),11
5,대전광역시,2017,남성,지원,지원(5.82%),11
7,대전광역시,2017,남성,하준,하준(5.29%),10
7,대전광역시,2017,남성,현우,현우(5.29%),10
9,대전광역시,2017,남성,민수,민수(4.76%),9
9,대전광역시,2017,남성,지훈,지훈(4.76%),9
9,대전광역시,2017,남성,태윤,태윤(4.76%),9
12,대전광역시,2017,남성,민준,민준(4.23%),8
12,대전광역시,2017,남성,승우,승우(4.23%),8
12,대전광역시,2017,남성,준영,준영(4.23%),8
15,대전광역시,2017,남성,건우,건우(3.70%),7
15,대전광역시,2017,남성,도현,도현(3.70%),7
15,대전광역시,2017,남성,도훈,도훈(3.70%),7
15,대전광역시,2017,남성,승현,승현(3.70%),7
15,대전광역시,2017,남성,우진,우진(3.70%),7
15,대전광역시,2017,남성,현준,현준(3.70%),7
16,대전광역시,2017,남성,기타,기타(85.26%),"1,093"
1,울산광역시,2017,남성,민준,민준(9.23%),18
2,울산광역시,2017,남성,민규,민규(7.69%),15
3,울산광역시,2017,남성,건우,건우(6.67%),13
3,울산광역시,2017,남성,지훈,지훈(6.67%),13
5,울산광역시,2017,남성,도윤,도윤(5.64%),11
5,울산광역시,2017,남성,정현,정현(5.64%),11
7,울산광역시,2017,남성,도건,도건(5.13%),10
7,울산광역시,2017,남성,승우,승우(5.13%),10
7,울산광역시,2017,남성,재현,재현(5.13%),10
7,울산광역시,2017,남성,현우,현우(5.13%),10
11,울산광역시,2017,남성,정우,정우(4.62%),9
12,울산광역시,2017,남성,지호,지호(4.10%),8
12,울산광역시,2017,남성,지환,지환(4.10%),8
14,울산광역시,2017,남성,건호,건호(3.59%),7
14,울산광역시,2017,남성,동현,동현(3.59%),7
14,울산광역시,2017,남성,민성,민성(3.59%),7
14,울산광역시,2017,남성,서준,서준(3.59%),7
14,울산광역시,2017,남성,예준,예준(3.59%),7
14,울산광역시,2017,남성,주원,주원(3.59%),7
14,울산광역시,2017,남성,태윤,태윤(3.59%),7
15,울산광역시,2017,남성,기타,기타(84.00%),"1,024"
1,세종특별자치시,2017,남성,도현,도현(9.52%),4
2,세종특별자치시,2017,남성,건우,건우(7.14%),3
2,세종특별자치시,2017,남성,민규,민규(7.14%),3
2,세종특별자치시,2017,남성,승민,승민(7.14%),3
2,세종특별자치시,2017,남성,준우,준우(7.14%),3
2,세종특별자치시,2017,남성,지호,지호(7.14%),3
7,세종특별자치시,2017,남성,동현,동현(4.76%),2
7,세종특별자치시,2017,남성,민찬,민찬(4.76%),2
7,세종특별자치시,2017,남성,서준,서준(4.76%),2
7,세종특별자치시,2017,남성,성민,성민(4.76%),2
7,세종특별자치시,2017,남성,성주,성주(4.76%),2
7,세종특별자치시,2017,남성,승우,승우(4.76%),2
7,세종특별자치시,2017,남성,승헌,승헌(4.76%),2
7,세종특별자치시,2017,남성,용현,용현(4.76%),2
7,세종특별자치시,2017,남성,진우,진우(4.76%),2
16,세종특별자치시,2017,남성,대겸,대겸(2.38%),1
