,순위,지역,년도,성별,이름,비율,건수
0,1,서울특별시,2010,남성,민준,민준(9.31%),750
1,2,서울특별시,2010,남성,서준,서준(6.42%),517
2,3,서울특별시,2010,남성,지호,지호(6.26%),504
3,4,서울특별시,2010,남성,예준,예준(5.95%),479
4,5,서울특별시,2010,남성,현우,현우(5.73%),462
5,6,서울특별시,2010,남성,시우,시우(5.60%),451
6,7,서울특별시,2010,남성,준서,준서(5.45%),439
7,8,서울특별시,2010,남성,지후,지후(5.26%),424
8,9,서울특별시,2010,남성,준우,준우(5.24%),422
9,10,서울특별시,2010,남성,현준,현준(5.21%),420
10,11,서울특별시,2010,남성,준혁,준혁(4.77%),384
11,12,서울특별시,2010,남성,지훈,지훈(4.75%),383
12,13,서울특별시,2010,남성,건우,건우(4.53%),365
13,14,서울특별시,2010,남성,민재,민재(3.98%),321
14,15,서울특별시,2010,남성,도윤,도윤(3.81%),307
15,16,서울특별시,2010,남성,도현,도현(3.76%),303
16,17,서울특별시,2010,남성,우진,우진(3.69%),297
17,18,서울특별시,2010,남성,지환,지환(3.64%),293
18,19,서울특별시,2010,남성,시후,시후(3.35%),270
19,20,서울특별시,2010,남성,선우,선우(3.29%),265
20,21,서울특별시,2010,남성,기타,기타(83.77%),"41,576"
21,1,부산광역시,2010,남성,민준,민준(9.50%),230
22,2,부산광역시,2010,남성,지훈,지훈(6.65%),161
23,3,부산광역시,2010,남성,현준,현준(5.78%),140
24,4,부산광역시,2010,남성,예준,예준(5.70%),138
25,5,부산광역시,2010,남성,준서,준서(5.25%),127
26,6,부산광역시,2010,남성,민성,민성(5.16%),125
27,7,부산광역시,2010,남성,지호,지호(5.08%),123
28,8,부산광역시,2010,남성,현우,현우(5.00%),121
29,9,부산광역시,2010,남성,승민,승민(4.83%),117
30,10,부산광역시,2010,남성,도윤,도윤(4.79%),116
31,11,부산광역시,2010,남성,준혁,준혁(4.63%),112
32,12,부산광역시,2010,남성,건우,건우(4.54%),110
33,12,부산광역시,2010,남성,우진,우진(4.54%),110
34,14,부산광역시,2010,남성,지후,지후(4.34%),105
35,15,부산광역시,2010,남성,준영,준영(4.30%),104
36,16,부산광역시,2010,남성,민재,민재(4.21%),102
37,17,부산광역시,2010,남성,준우,준우(4.09%),99
38,18,부산광역시,2010,남성,동현,동현(3.92%),95
39,19,부산광역시,2010,남성,도현,도현(3.84%),93
40,19,부산광역시,2010,남성,시후,시후(3.84%),93
41,20,부산광역시,2010,남성,기타,기타(83.32%),"12,096"
42,1,대구광역시,2010,남성,민준,민준(9.88%),173
43,2,대구광역시,2010,남성,지훈,지훈(7.48%),131
44,3,대구광역시,2010,남성,승민,승민(6.80%),119
45,4,대구광역시,2010,남성,도현,도현(5.94%),104
46,5,대구광역시,2010,남성,민재,민재(5.71%),100
47,6,대구광역시,2010,남성,준서,준서(5.25%),92
48,7,대구광역시,2010,남성,현우,현우(5.03%),88
49,7,대구광역시,2010,남성,현준,현준(5.03%),88
50,9,대구광역시,2010,남성,지호,지호(4.91%),86
51,10,대구광역시,2010,남성,동현,동현(4.63%),81
52,10,대구광역시,2010,남성,준우,준우(4.63%),81
53,12,대구광역시,2010,남성,건우,건우(4.23%),74
54,13,대구광역시,2010,남성,시우,시우(4.17%),73
55,14,대구광역시,2010,남성,승현,승현(4.00%),70
56,15,대구광역시,2010,남성,서준,서준(3.94%),69
57,16,대구광역시,2010,남성,도윤,도윤(3.71%),65
58,16,대구광역시,2010,남성,민성,민성(3.71%),65
59,16,대구광역시,2010,남성,준혁,준혁(3.71%),65
60,19,대구광역시,2010,남성,지후,지후(3.66%),64
61,20,대구광역시,2010,남성,민규,민규(3.60%),63
62,21,대구광역시,2010,남성,기타,기타(84.04%),"9,222"
63,1,인천광역시,2010,남성,민준,민준(9.04%),188
64,2,인천광역시,2010,남성,지후,지후(6.83%),142
65,3,인천광역시,2010,남성,시우,시우(6.59%),137
66,4,인천광역시,2010,남성,지호,지호(5.92%),123
67,5,인천광역시,2010,남성,지훈,지훈(5.82%),121
68,6,인천광역시,2010,남성,건우,건우(5.63%),117
69,7,인천광역시,2010,남성,현우,현우(5.10%),106
70,8,인천광역시,2010,남성,예준,예준(5.05%),105
71,9,인천광역시,2010,남성,준혁,준혁(4.81%),100
72,10,인천광역시,2010,남성,준서,준서(4.67%),97
73,11,인천광역시,2010,남성,서준,서준(4.62%),96
74,12,인천광역시,2010,남성,시후,시후(4.52%),94
75,13,인천광역시,2010,남성,승민,승민(4.28%),89
76,14,인천광역시,2010,남성,현준,현준(4.23%),88
77,15,인천광역시,2010,남성,준우,준우(4.14%),86
78,16,인천광역시,2010,남성,도윤,도윤(4.04%),84
79,17,인천광역시,2010,남성,우진,우진(3.99%),83
80,18,인천광역시,2010,남성,민성,민성(3.80%),79
81,19,인천광역시,2010,남성,민재,민재(3.56%),74
82,20,인천광역시,2010,남성,도현,도현(3.37%),70
83,21,인천광역시,2010,남성,기타,기타(84.39%),"11,241"
84,1,광주광역시,2010,남성,민준,민준(8.30%),97
85,2,광주광역시,2010,남성,건우,건우(7.45%),87
86,3,광주광역시,2010,남성,현우,현우(7.36%),86
87,4,광주광역시,2010,남성,지호,지호(5.74%),67
88,5,광주광역시,2010,남성,지훈,지훈(5.65%),66
89,6,광주광역시,2010,남성,시우,시우(5.31%),62
90,7,광주광역시,2010,남성,준서,준서(4.88%),57
91,8,광주광역시,2010,남성,승민,승민(4.71%),55
92,8,광주광역시,2010,남성,현준,현준(4.71%),55
93,10,광주광역시,2010,남성,예준,예준(4.62%),54
94,11,광주광역시,2010,남성,지후,지후(4.54%),53
95,12,광주광역시,2010,남성,준혁,준혁(4.45%),52
96,13,광주광역시,2010,남성,민성,민성(4.37%),51
97,14,광주광역시,2010,남성,도현,도현(4.28%),50
98,15,광주광역시,2010,남성,준영,준영(4.20%),49
99,15,광주광역시,2010,남성,준우,준우(4.20%),49
100,17,광주광역시,2010,남성,서준,서준(4.02%),47
101,18,광주광역시,2010,남성,정우,정우(3.85%),45
102,19,광주광역시,2010,남성,승우,승우(3.68%),43
103,19,광주광역시,2010,남성,진우,진우(3.68%),43
104,20,광주광역시,2010,남성,기타,기타(84.26%),"6,251"
105,1,대전광역시,2010,남성,민준,민준(9.31%),104
106,2,대전광역시,2010,남성,건우,건우(7.79%),87
107,3,대전광역시,2010,남성,지호,지호(6.09%),68
108,4,대전광역시,2010,남성,현준,현준(5.91%),66
109,5,대전광역시,2010,남성,지후,지후(5.73%),64
110,6,대전광역시,2010,남성,서준,서준(5.64%),63
111,7,대전광역시,2010,남성,도현,도현(5.55%),62
112,8,대전광역시,2010,남성,예준,예준(5.37%),60
113,9,대전광역시,2010,남성,현우,현우(5.28%),59
114,10,대전광역시,2010,남성,준혁,준혁(5.01%),56
115,11,대전광역시,2010,남성,도윤,도윤(4.66%),52
116,12,대전광역시,2010,남성,우진,우진(4.57%),51
117,13,대전광역시,2010,남성,승현,승현(4.12%),46
118,14,대전광역시,2010,남성,준서,준서(3.94%),44
119,15,대전광역시,2010,남성,지훈,지훈(3.76%),42
120,16,대전광역시,2010,남성,시우,시우(3.58%),40
121,17,대전광역시,2010,남성,동현,동현(3.49%),39
122,17,대전광역시,2010,남성,재민,재민(3.49%),39
123,19,대전광역시,2010,남성,지환,지환(3.40%),38
124,20,대전광역시,2010,남성,시후,시후(3.31%),37
125,21,대전광역시,2010,남성,기타,기타(85.11%),"6,387"
126,1,울산광역시,2010,남성,민준,민준(12.07%),134
127,2,울산광역시,2010,남성,준혁,준혁(6.94%),77
128,3,울산광역시,2010,남성,예준,예준(6.67%),74
129,4,울산광역시,2010,남성,지훈,지훈(5.68%),63
130,5,울산광역시,2010,남성,민성,민성(5.50%),61
131,6,울산광역시,2010,남성,민재,민재(5.23%),58
132,6,울산광역시,2010,남성,준서,준서(5.23%),58
133,8,울산광역시,2010,남성,시우,시우(4.77%),53
134,8,울산광역시,2010,남성,현준,현준(4.77%),53
135,10,울산광역시,2010,남성,지후,지후(4.68%),52
136,11,울산광역시,2010,남성,준우,준우(4.59%),51
137,11,울산광역시,2010,남성,현우,현우(4.59%),51
138,13,울산광역시,2010,남성,민규,민규(4.32%),48
139,13,울산광역시,2010,남성,승현,승현(4.32%),48
140,15,울산광역시,2010,남성,도현,도현(3.96%),44
141,16,울산광역시,2010,남성,승민,승민(3.60%),40
142,17,울산광역시,2010,남성,서준,서준(3.33%),37
143,17,울산광역시,2010,남성,재민,재민(3.33%),37
144,19,울산광역시,2010,남성,지호,지호(3.24%),36
145,20,울산광역시,2010,남성,준영,준영(3.15%),35
146,21,울산광역시,2010,남성,기타,기타(81.55%),"4,905"
147,1,경기도,2010,남성,민준,민준(8.79%),860
148,2,경기도,2010,남성,예준,예준(6.10%),597
149,3,경기도,2010,남성,지호,지호(5.83%),571
150,4,경기도,2010,남성,서준,서준(5.70%),558
151,5,경기도,2010,남성,준서,준서(5.65%),553
152,6,경기도,2010,남성,현우,현우(5.49%),537
153,7,경기도,2010,남성,시우,시우(5.30%),519
154,7,경기도,2010,남성,준혁,준혁(5.30%),519
155,9,경기도,2010,남성,현준,현준(5.25%),514
156,10,경기도,2010,남성,지훈,지훈(5.20%),509
157,11,경기도,2010,남성,지후,지후(5.18%),507
158,12,경기도,2010,남성,건우,건우(5.04%),493
