순위,지역,년도,성별,이름,비율,건수
1,서울특별시,2018,남성,지원,지원(8.13%),207
2,서울특별시,2018,남성,지안,지안(6.83%),174
3,서울특별시,2018,남성,서현,서현(6.68%),170
4,서울특별시,2018,남성,수연,수연(6.28%),160
5,서울특별시,2018,남성,서연,서연(5.89%),150
6,서울특별시,2018,남성,유진,유진(5.85%),149
7,서울특별시,2018,남성,서윤,서윤(5.46%),139
8,서울특별시,2018,남성,수현,수현(5.34%),136
9,서울특별시,2018,남성,지윤,지윤(5.15%),131
10,서울특별시,2018,남성,지우,지우(4.60%),117
11,서울특별시,2018,남성,서영,서영(4.48%),114
12,서울특별시,2018,남성,지연,지연(4.20%),107
12,서울특별시,2018,남성,채원,채원(4.20%),107
14,서울특별시,2018,남성,도연,도연(4.08%),104
15,서울특별시,2018,남성,주원,주원(4.05%),103
16,서울특별시,2018,남성,서진,서진(3.81%),97
16,서울특별시,2018,남성,주연,주연(3.81%),97
16,서울특별시,2018,남성,지현,지현(3.81%),97
19,서울특별시,2018,남성,윤서,윤서(3.77%),96
20,서울특별시,2018,남성,민정,민정(3.57%),91
21,서울특별시,2018,남성,기타,기타(89.24%),"21,105"
1,부산광역시,2018,남성,지원,지원(7.29%),82
2,부산광역시,2018,남성,지안,지안(7.20%),81
3,부산광역시,2018,남성,서연,서연(6.93%),78
4,부산광역시,2018,남성,도연,도연(5.24%),59
5,부산광역시,2018,남성,민정,민정(5.16%),58
5,부산광역시,2018,남성,서현,서현(5.16%),58
5,부산광역시,2018,남성,수연,수연(5.16%),58
5,부산광역시,2018,남성,채원,채원(5.16%),58
9,부산광역시,2018,남성,주원,주원(4.98%),56
10,부산광역시,2018,남성,지윤,지윤(4.89%),55
11,부산광역시,2018,남성,수현,수현(4.62%),52
11,부산광역시,2018,남성,정원,정원(4.62%),52
13,부산광역시,2018,남성,서영,서영(4.53%),51
14,부산광역시,2018,남성,유진,유진(4.44%),50
14,부산광역시,2018,남성,지유,지유(4.44%),50
16,부산광역시,2018,남성,서윤,서윤(4.36%),49
17,부산광역시,2018,남성,민서,민서(4.27%),48
18,부산광역시,2018,남성,도경,도경(4.09%),46
19,부산광역시,2018,남성,유정,유정(3.82%),43
20,부산광역시,2018,남성,연우,연우(3.64%),41
21,부산광역시,2018,남성,기타,기타(88.83%),"8,944"
1,대구광역시,2018,남성,지안,지안(9.67%),61
2,대구광역시,2018,남성,서현,서현(7.13%),45
3,대구광역시,2018,남성,수현,수현(6.34%),40
4,대구광역시,2018,남성,지원,지원(5.86%),37
5,대구광역시,2018,남성,지현,지현(5.71%),36
6,대구광역시,2018,남성,서연,서연(5.39%),34
6,대구광역시,2018,남성,수연,수연(5.39%),34
8,대구광역시,2018,남성,도연,도연(5.07%),32
9,대구광역시,2018,남성,서윤,서윤(4.60%),29
10,대구광역시,2018,남성,주원,주원(4.44%),28
11,대구광역시,2018,남성,규리,규리(4.28%),27
11,대구광역시,2018,남성,시현,시현(4.28%),27
13,대구광역시,2018,남성,나경,나경(4.12%),26
13,대구광역시,2018,남성,도경,도경(4.12%),26
13,대구광역시,2018,남성,수민,수민(4.12%),26
16,대구광역시,2018,남성,나윤,나윤(3.96%),25
16,대구광역시,2018,남성,민서,민서(3.96%),25
16,대구광역시,2018,남성,연우,연우(3.96%),25
19,대구광역시,2018,남성,정원,정원(3.80%),24
19,대구광역시,2018,남성,지우,지우(3.80%),24
20,대구광역시,2018,남성,기타,기타(88.85%),"5,030"
1,인천광역시,2018,남성,지원,지원(6.91%),43
2,인천광역시,2018,남성,지안,지안(6.43%),40
3,인천광역시,2018,남성,수연,수연(6.11%),38
4,인천광역시,2018,남성,서연,서연(5.79%),36
5,인천광역시,2018,남성,서영,서영(5.63%),35
5,인천광역시,2018,남성,서현,서현(5.63%),35
5,인천광역시,2018,남성,유진,유진(5.63%),35
8,인천광역시,2018,남성,도연,도연(5.47%),34
9,인천광역시,2018,남성,서윤,서윤(4.98%),31
10,인천광역시,2018,남성,지연,지연(4.82%),30
10,인천광역시,2018,남성,지윤,지윤(4.82%),30
12,인천광역시,2018,남성,민주,민주(4.66%),29
12,인천광역시,2018,남성,수현,수현(4.66%),29
14,인천광역시,2018,남성,지우,지우(4.50%),28
