,순위,지역,년도,성별,이름,비율,건수
0,1,서울특별시,2019,남성,지안,지안(8.35%),658
1,2,서울특별시,2019,남성,지우,지우(6.02%),475
2,3,서울특별시,2019,남성,지호,지호(5.78%),456
3,4,서울특별시,2019,남성,서준,서준(5.77%),455
4,5,서울특별시,2019,남성,이안,이안(5.57%),439
5,6,서울특별시,2019,남성,하준,하준(5.31%),419
6,7,서울특별시,2019,남성,도윤,도윤(5.19%),409
7,8,서울특별시,2019,남성,시우,시우(5.16%),407
8,9,서울특별시,2019,남성,은우,은우(4.85%),382
9,10,서울특별시,2019,남성,연우,연우(4.77%),376
10,11,서울특별시,2019,남성,주원,주원(4.76%),375
11,12,서울특별시,2019,남성,하윤,하윤(4.59%),362
12,13,서울특별시,2019,남성,서진,서진(4.54%),358
13,14,서울특별시,2019,남성,서아,서아(4.48%),353
14,15,서울특별시,2019,남성,서윤,서윤(4.38%),345
15,16,서울특별시,2019,남성,하은,하은(4.25%),335
16,17,서울특별시,2019,남성,이준,이준(4.11%),324
17,18,서울특별시,2019,남성,지아,지아(4.08%),322
18,19,서울특별시,2019,남성,우진,우진(4.07%),321
19,20,서울특별시,2019,남성,예준,예준(3.97%),313
20,21,서울특별시,2019,남성,기타,기타(88.14%),"58,577"
21,1,부산광역시,2019,남성,지안,지안(7.02%),173
22,2,부산광역시,2019,남성,서준,서준(6.93%),171
23,3,부산광역시,2019,남성,은우,은우(6.20%),153
24,4,부산광역시,2019,남성,지우,지우(5.88%),145
25,5,부산광역시,2019,남성,도윤,도윤(5.11%),126
26,5,부산광역시,2019,남성,유준,유준(5.11%),126
27,7,부산광역시,2019,남성,시우,시우(4.91%),121
28,8,부산광역시,2019,남성,서윤,서윤(4.87%),120
29,9,부산광역시,2019,남성,하준,하준(4.83%),119
30,10,부산광역시,2019,남성,서진,서진(4.79%),118
31,10,부산광역시,2019,남성,예준,예준(4.79%),118
32,12,부산광역시,2019,남성,연우,연우(4.74%),117
33,13,부산광역시,2019,남성,하윤,하윤(4.66%),115
34,14,부산광역시,2019,남성,시윤,시윤(4.62%),114
35,15,부산광역시,2019,남성,주원,주원(4.42%),109
36,16,부산광역시,2019,남성,민준,민준(4.38%),108
37,16,부산광역시,2019,남성,지유,지유(4.38%),108
38,18,부산광역시,2019,남성,하린,하린(4.22%),104
39,19,부산광역시,2019,남성,지민,지민(4.14%),102
40,20,부산광역시,2019,남성,지호,지호(4.01%),99
41,21,부산광역시,2019,남성,기타,기타(85.87%),"14,981"
42,1,대구광역시,2019,남성,지안,지안(8.22%),157
43,2,대구광역시,2019,남성,도윤,도윤(6.55%),125
44,3,대구광역시,2019,남성,시윤,시윤(5.81%),111
45,4,대구광역시,2019,남성,은우,은우(5.50%),105
46,4,대구광역시,2019,남성,하윤,하윤(5.50%),105
47,6,대구광역시,2019,남성,예준,예준(5.45%),104
48,7,대구광역시,2019,남성,서윤,서윤(5.19%),99
49,8,대구광역시,2019,남성,주원,주원(5.08%),97
50,9,대구광역시,2019,남성,하준,하준(4.87%),93
51,10,대구광역시,2019,남성,민준,민준(4.71%),90
52,10,대구광역시,2019,남성,서준,서준(4.71%),90
53,12,대구광역시,2019,남성,지우,지우(4.66%),89
54,12,대구광역시,2019,남성,지호,지호(4.66%),89
55,14,대구광역시,2019,남성,시우,시우(4.50%),86
56,15,대구광역시,2019,남성,도현,도현(4.24%),81
57,15,대구광역시,2019,남성,선우,선우(4.24%),81
58,17,대구광역시,2019,남성,민서,민서(4.14%),79
59,18,대구광역시,2019,남성,지유,지유(4.03%),77
60,19,대구광역시,2019,남성,연우,연우(3.98%),76
61,20,대구광역시,2019,남성,수아,수아(3.93%),75
62,21,대구광역시,2019,남성,기타,기타(85.98%),"11,704"
63,1,인천광역시,2019,남성,지안,지안(6.77%),181
64,2,인천광역시,2019,남성,서준,서준(6.66%),178
65,3,인천광역시,2019,남성,시우,시우(6.21%),166
66,4,인천광역시,2019,남성,하준,하준(6.17%),165
67,5,인천광역시,2019,남성,은우,은우(6.02%),161
68,6,인천광역시,2019,남성,서아,서아(5.80%),155
69,7,인천광역시,2019,남성,하윤,하윤(5.69%),152
70,8,인천광역시,2019,남성,지우,지우(5.16%),138
71,8,인천광역시,2019,남성,하린,하린(5.16%),138
72,10,인천광역시,2019,남성,도윤,도윤(5.05%),135
73,11,인천광역시,2019,남성,하은,하은(4.94%),132
74,12,인천광역시,2019,남성,서윤,서윤(4.30%),115
75,13,인천광역시,2019,남성,지호,지호(4.15%),111
76,14,인천광역시,2019,남성,다온,다온(4.12%),110
77,15,인천광역시,2019,남성,시아,시아(4.04%),108
78,15,인천광역시,2019,남성,우진,우진(4.04%),108
79,17,인천광역시,2019,남성,나은,나은(4.00%),107
80,18,인천광역시,2019,남성,이준,이준(3.97%),106
81,19,인천광역시,2019,남성,건우,건우(3.89%),104
82,20,인천광역시,2019,남성,연우,연우(3.85%),103
83,21,인천광역시,2019,남성,기타,기타(85.32%),"15,539"
84,1,광주광역시,2019,남성,지안,지안(7.51%),91
85,2,광주광역시,2019,남성,은우,은우(6.94%),84
86,3,광주광역시,2019,남성,서준,서준(6.85%),83
87,4,광주광역시,2019,남성,도윤,도윤(6.69%),81
88,5,광주광역시,2019,남성,연우,연우(5.70%),69
89,6,광주광역시,2019,남성,지유,지유(5.62%),68
90,7,광주광역시,2019,남성,하준,하준(5.37%),65
91,8,광주광역시,2019,남성,지우,지우(5.12%),62
92,9,광주광역시,2019,남성,건우,건우(4.79%),58
93,10,광주광역시,2019,남성,서우,서우(4.71%),57
94,11,광주광역시,2019,남성,시우,시우(4.46%),54
95,11,광주광역시,2019,남성,지후,지후(4.46%),54
96,13,광주광역시,2019,남성,유준,유준(4.38%),53
97,14,광주광역시,2019,남성,하은,하은(4.13%),50
98,15,광주광역시,2019,남성,서아,서아(4.05%),49
99,16,광주광역시,2019,남성,민준,민준(3.96%),48
100,17,광주광역시,2019,남성,지호,지호(3.88%),47
101,17,광주광역시,2019,남성,하윤,하윤(3.88%),47
102,19,광주광역시,2019,남성,수아,수아(3.80%),46
