순위,지역,년도,성별,이름,비율,건수
1,서울특별시,2013,남성,민준,민준(8.35%),101
2,서울특별시,2013,남성,지훈,지훈(7.11%),86
3,서울특별시,2013,남성,현우,현우(6.53%),79
4,서울특별시,2013,남성,도현,도현(5.96%),72
5,서울특별시,2013,남성,정우,정우(5.54%),67
6,서울특별시,2013,남성,서준,서준(5.13%),62
7,서울특별시,2013,남성,건우,건우(4.88%),59
7,서울특별시,2013,남성,민재,민재(4.88%),59
9,서울특별시,2013,남성,진우,진우(4.80%),58
10,서울특별시,2013,남성,현준,현준(4.63%),56
11,서울특별시,2013,남성,우진,우진(4.55%),55
11,서울특별시,2013,남성,주원,주원(4.55%),55
13,서울특별시,2013,남성,민성,민성(4.47%),54
14,서울특별시,2013,남성,재원,재원(4.38%),53
15,서울특별시,2013,남성,준호,준호(4.30%),52
16,서울특별시,2013,남성,준영,준영(4.22%),51
17,서울특별시,2013,남성,승현,승현(4.14%),50
18,서울특별시,2013,남성,도윤,도윤(3.97%),48
19,서울특별시,2013,남성,준혁,준혁(3.89%),47
20,서울특별시,2013,남성,지환,지환(3.72%),45
21,서울특별시,2013,남성,기타,기타(87.20%),"8,236"
1,부산광역시,2013,남성,민준,민준(7.40%),51
2,부산광역시,2013,남성,지훈,지훈(7.26%),50
3,부산광역시,2013,남성,동현,동현(6.39%),44
3,부산광역시,2013,남성,현우,현우(6.39%),44
5,부산광역시,2013,남성,건우,건우(6.24%),43
6,부산광역시,2013,남성,도윤,도윤(5.52%),38
7,부산광역시,2013,남성,도현,도현(5.08%),35
7,부산광역시,2013,남성,재원,재원(5.08%),35
9,부산광역시,2013,남성,승우,승우(4.93%),34
10,부산광역시,2013,남성,정우,정우(4.79%),33
11,부산광역시,2013,남성,주원,주원(4.64%),32
12,부산광역시,2013,남성,준우,준우(4.50%),31
13,부산광역시,2013,남성,진우,진우(4.35%),30
14,부산광역시,2013,남성,민재,민재(4.21%),29
14,부산광역시,2013,남성,지호,지호(4.21%),29
16,부산광역시,2013,남성,준영,준영(4.06%),28
17,부산광역시,2013,남성,우진,우진(3.92%),27
18,부산광역시,2013,남성,민성,민성(3.77%),26
19,부산광역시,2013,남성,성민,성민(3.63%),25
19,부산광역시,2013,남성,성현,성현(3.63%),25
20,부산광역시,2013,남성,기타,기타(86.08%),"4,259"
1,대구광역시,2013,남성,지훈,지훈(8.21%),32
2,대구광역시,2013,남성,현우,현우(6.92%),27
3,대구광역시,2013,남성,도현,도현(6.15%),24
4,대구광역시,2013,남성,민준,민준(5.90%),23
5,대구광역시,2013,남성,승민,승민(5.38%),21
6,대구광역시,2013,남성,민기,민기(4.87%),19
6,대구광역시,2013,남성,민성,민성(4.87%),19
6,대구광역시,2013,남성,민재,민재(4.87%),19
6,대구광역시,2013,남성,승현,승현(4.87%),19
6,대구광역시,2013,남성,주원,주원(4.87%),19
6,대구광역시,2013,남성,현준,현준(4.87%),19
12,대구광역시,2013,남성,민규,민규(4.62%),18
12,대구광역시,2013,남성,성민,성민(4.62%),18
12,대구광역시,2013,남성,정우,정우(4.62%),18
15,대구광역시,2013,남성,도윤,도윤(4.10%),16
15,대구광역시,2013,남성,민석,민석(4.10%),16
15,대구광역시,2013,남성,성현,성현(4.10%),16
15,대구광역시,2013,남성,승우,승우(4.10%),16
15,대구광역시,2013,남성,준영,준영(4.10%),16
20,대구광역시,2013,남성,동현,동현(3.85%),15
21,대구광역시,2013,남성,기타,기타(85.58%),"2,315"
1,인천광역시,2013,남성,현우,현우(8.11%),27
2,인천광역시,2013,남성,도현,도현(6.61%),22
2,인천광역시,2013,남성,지훈,지훈(6.61%),22
4,인천광역시,2013,남성,민준,민준(5.71%),19
5,인천광역시,2013,남성,서준,서준(5.41%),18
5,인천광역시,2013,남성,정우,정우(5.41%),18
7,인천광역시,2013,남성,건우,건우(5.11%),17
7,인천광역시,2013,남성,현준,현준(5.11%),17
9,인천광역시,2013,남성,민재,민재(4.80%),16
9,인천광역시,2013,남성,승우,승우(4.80%),16
9,인천광역시,2013,남성,준영,준영(4.80%),16
12,인천광역시,2013,남성,민규,민규(4.50%),15
12,인천광역시,2013,남성,준우,준우(4.50%),15
14,인천광역시,2013,남성,선우,선우(4.20%),14
14,인천광역시,2013,남성,재원,재원(4.20%),14
14,인천광역시,2013,남성,준호,준호(4.20%),14
14,인천광역시,2013,남성,진우,진우(4.20%),14
18,인천광역시,2013,남성,준서,준서(3.90%),13
18,인천광역시,2013,남성,준혁,준혁(3.90%),13
18,인천광역시,2013,남성,태윤,태윤(3.90%),13
19,인천광역시,2013,남성,기타,기타(85.30%),"1,933"
1,광주광역시,2013,남성,정우,정우(7.11%),16
1,광주광역시,2013,남성,지호,지호(7.11%),16
1,광주광역시,2013,남성,현우,현우(7.11%),16
4,광주광역시,2013,남성,건우,건우(5.78%),13
4,광주광역시,2013,남성,지훈,지훈(5.78%),13
6,광주광역시,2013,남성,민준,민준(5.33%),12
6,광주광역시,2013,남성,연우,연우(5.33%),12
8,광주광역시,2013,남성,도윤,도윤(4.89%),11
8,광주광역시,2013,남성,성민,성민(4.89%),11
8,광주광역시,2013,남성,승우,승우(4.89%),11
8,광주광역시,2013,남성,승현,승현(4.89%),11
