,순위,지역,년도,성별,이름,비율,건수
0,1,서울특별시,2015,남성,지우,지우(7.24%),842
1,2,서울특별시,2015,남성,서윤,서윤(5.88%),684
2,3,서울특별시,2015,남성,서준,서준(5.75%),669
3,4,서울특별시,2015,남성,민준,민준(5.72%),665
4,5,서울특별시,2015,남성,서연,서연(5.53%),643
5,6,서울특별시,2015,남성,주원,주원(5.33%),620
6,7,서울특별시,2015,남성,하준,하준(5.29%),615
7,8,서울특별시,2015,남성,지안,지안(5.20%),604
8,9,서울특별시,2015,남성,지호,지호(5.14%),598
9,10,서울특별시,2015,남성,서진,서진(5.13%),596
10,11,서울특별시,2015,남성,지유,지유(5.00%),581
11,12,서울특별시,2015,남성,하윤,하윤(4.89%),569
12,13,서울특별시,2015,남성,연우,연우(4.59%),534
13,14,서울특별시,2015,남성,도윤,도윤(4.55%),529
14,15,서울특별시,2015,남성,지아,지아(4.50%),523
15,16,서울특별시,2015,남성,예준,예준(4.40%),512
16,17,서울특별시,2015,남성,서현,서현(4.06%),472
17,18,서울특별시,2015,남성,시우,시우(4.00%),465
18,19,서울특별시,2015,남성,하은,하은(3.90%),453
19,20,서울특별시,2015,남성,지원,지원(3.88%),451
20,21,서울특별시,2015,남성,기타,기타(87.08%),"78,338"
21,1,부산광역시,2015,남성,민준,민준(7.59%),304
22,2,부산광역시,2015,남성,도윤,도윤(6.12%),245
23,3,부산광역시,2015,남성,지우,지우(5.97%),239
24,4,부산광역시,2015,남성,주원,주원(5.95%),238
25,5,부산광역시,2015,남성,서준,서준(5.77%),231
26,6,부산광역시,2015,남성,예준,예준(5.62%),225
27,7,부산광역시,2015,남성,서윤,서윤(5.60%),224
28,8,부산광역시,2015,남성,민서,민서(5.55%),222
29,9,부산광역시,2015,남성,지유,지유(5.12%),205
30,10,부산광역시,2015,남성,윤서,윤서(4.87%),195
31,11,부산광역시,2015,남성,지민,지민(4.40%),176
32,12,부산광역시,2015,남성,서연,서연(4.37%),175
33,12,부산광역시,2015,남성,서진,서진(4.37%),175
34,14,부산광역시,2015,남성,지원,지원(4.25%),170
35,15,부산광역시,2015,남성,준우,준우(4.22%),169
36,15,부산광역시,2015,남성,하준,하준(4.22%),169
37,17,부산광역시,2015,남성,서현,서현(4.10%),164
38,17,부산광역시,2015,남성,지후,지후(4.10%),164
39,19,부산광역시,2015,남성,하윤,하윤(3.92%),157
40,20,부산광역시,2015,남성,수현,수현(3.90%),156
41,21,부산광역시,2015,남성,기타,기타(85.49%),"23,587"
42,1,대구광역시,2015,남성,민준,민준(6.85%),188
43,2,대구광역시,2015,남성,서연,서연(6.08%),167
44,3,대구광역시,2015,남성,민서,민서(5.94%),163
45,4,대구광역시,2015,남성,서준,서준(5.54%),152
46,5,대구광역시,2015,남성,지우,지우(5.43%),149
47,6,대구광역시,2015,남성,서현,서현(5.39%),148
48,7,대구광역시,2015,남성,지원,지원(5.36%),147
49,8,대구광역시,2015,남성,지민,지민(5.14%),141
50,9,대구광역시,2015,남성,도윤,도윤(5.03%),138
51,9,대구광역시,2015,남성,수현,수현(5.03%),138
52,11,대구광역시,2015,남성,서윤,서윤(4.99%),137
53,12,대구광역시,2015,남성,주원,주원(4.74%),130
54,13,대구광역시,2015,남성,지유,지유(4.59%),126
55,14,대구광역시,2015,남성,시윤,시윤(4.52%),124
56,15,대구광역시,2015,남성,시현,시현(4.37%),120
57,15,대구광역시,2015,남성,예준,예준(4.37%),120
58,17,대구광역시,2015,남성,승민,승민(4.19%),115
59,17,대구광역시,2015,남성,지호,지호(4.19%),115
60,19,대구광역시,2015,남성,도현,도현(4.15%),114
61,20,대구광역시,2015,남성,하준,하준(4.12%),113
62,21,대구광역시,2015,남성,기타,기타(86.35%),"17,363"
63,1,인천광역시,2015,남성,하준,하준(6.63%),228
64,2,인천광역시,2015,남성,지우,지우(6.51%),224
65,3,인천광역시,2015,남성,서준,서준(6.28%),216
66,4,인천광역시,2015,남성,민준,민준(6.25%),215
67,5,인천광역시,2015,남성,서윤,서윤(5.64%),194
68,6,인천광역시,2015,남성,예준,예준(5.12%),176
69,7,인천광역시,2015,남성,주원,주원(5.09%),175
70,8,인천광역시,2015,남성,도윤,도윤(5.06%),174
71,9,인천광역시,2015,남성,서연,서연(4.94%),170
72,9,인천광역시,2015,남성,연우,연우(4.94%),170
73,9,인천광역시,2015,남성,하윤,하윤(4.94%),170
74,12,인천광역시,2015,남성,서진,서진(4.86%),167
75,13,인천광역시,2015,남성,하은,하은(4.68%),161
76,14,인천광역시,2015,남성,지유,지유(4.42%),152
77,15,인천광역시,2015,남성,지아,지아(4.30%),148
78,15,인천광역시,2015,남성,지호,지호(4.30%),148
79,17,인천광역시,2015,남성,민서,민서(4.07%),140
80,18,인천광역시,2015,남성,시우,시우(4.01%),138
81,19,인천광역시,2015,남성,서현,서현(3.98%),137
82,20,인천광역시,2015,남성,지후,지후(3.95%),136
83,21,인천광역시,2015,남성,기타,기타(86.74%),"22,495"
84,1,광주광역시,2015,남성,서준,서준(6.82%),121
85,2,광주광역시,2015,남성,민준,민준(6.76%),120
86,2,광주광역시,2015,남성,하준,하준(6.76%),120
87,4,광주광역시,2015,남성,도윤,도윤(6.20%),110
88,5,광주광역시,2015,남성,서윤,서윤(6.14%),109
89,6,광주광역시,2015,남성,민서,민서(5.97%),106
90,7,광주광역시,2015,남성,하윤,하윤(5.80%),103
91,8,광주광역시,2015,남성,연우,연우(5.24%),93
92,9,광주광역시,2015,남성,지우,지우(5.18%),92
93,10,광주광역시,2015,남성,지호,지호(4.68%),83
94,11,광주광역시,2015,남성,지유,지유(4.51%),80
95,12,광주광역시,2015,남성,서연,서연(4.45%),79
96,13,광주광역시,2015,남성,하율,하율(4.34%),77
97,14,광주광역시,2015,남성,은서,은서(4.28%),76
98,15,광주광역시,2015,남성,주원,주원(4.11%),73
99,16,광주광역시,2015,남성,지율,지율(3.89%),69
100,17,광주광역시,2015,남성,예준,예준(3.77%),67
101,18,광주광역시,2015,남성,수현,수현(3.72%),66
102,18,광주광역시,2015,남성,준우,준우(3.72%),66
103,20,광주광역시,2015,남성,하은,하은(3.66%),65
104,21,광주광역시,2015,남성,기타,기타(86.25%),"11,137"
105,1,대전광역시,2015,남성,서준,서준(7.11%),139
106,2,대전광역시,2015,남성,지우,지우(6.60%),129
107,3,대전광역시,2015,남성,서연,서연(6.29%),123
108,4,대전광역시,2015,남성,도윤,도윤(6.08%),119
109,5,대전광역시,2015,남성,하준,하준(5.93%),116
110,6,대전광역시,2015,남성,민준,민준(5.52%),108
111,6,대전광역시,2015,남성,서진,서진(5.52%),108
112,8,대전광역시,2015,남성,서윤,서윤(5.47%),107
113,9,대전광역시,2015,남성,주원,주원(5.37%),105
114,10,대전광역시,2015,남성,예준,예준(5.06%),99
115,11,대전광역시,2015,남성,수현,수현(4.96%),97
116,12,대전광역시,2015,남성,채원,채원(4.65%),91
117,13,대전광역시,2015,남성,지아,지아(4.24%),83
118,14,대전광역시,2015,남성,다은,다은(4.04%),79
119,15,대전광역시,2015,남성,지유,지유(3.94%),77
120,15,대전광역시,2015,남성,하윤,하윤(3.94%),77
121,15,대전광역시,2015,남성,하은,하은(3.94%),77
122,18,대전광역시,2015,남성,서현,서현(3.89%),76
123,19,대전광역시,2015,남성,지원,지원(3.78%),74
124,20,대전광역시,2015,남성,지호,지호(3.68%),72
125,21,대전광역시,2015,남성,기타,기타(86.22%),"12,238"
126,1,울산광역시,2015,남성,민준,민준(8.49%),138
127,2,울산광역시,2015,남성,민서,민서(6.21%),101
128,3,울산광역시,2015,남성,도윤,도윤(5.90%),96
129,4,울산광역시,2015,남성,지우,지우(5.60%),91
130,5,울산광역시,2015,남성,서준,서준(5.47%),89
131,6,울산광역시,2015,남성,지민,지민(5.35%),87
132,7,울산광역시,2015,남성,지안,지안(5.29%),86
133,8,울산광역시,2015,남성,서윤,서윤(5.10%),83
134,9,울산광역시,2015,남성,연우,연우(4.92%),80
135,9,울산광역시,2015,남성,주원,주원(4.92%),80
136,11,울산광역시,2015,남성,예준,예준(4.80%),78
137,12,울산광역시,2015,남성,지윤,지윤(4.61%),75
138,13,울산광역시,2015,남성,도현,도현(4.55%),74
139,14,울산광역시,2015,남성,서연,서연(4.37%),71
140,14,울산광역시,2015,남성,지후,지후(4.37%),71
141,16,울산광역시,2015,남성,윤서,윤서(4.31%),70
142,17,울산광역시,2015,남성,하준,하준(4.24%),69
143,18,울산광역시,2015,남성,하윤,하윤(4.18%),68
144,19,울산광역시,2015,남성,시윤,시윤(3.69%),60
145,20,울산광역시,2015,남성,다은,다은(3.63%),59
146,21,울산광역시,2015,남성,기타,기타(86.32%),"10,262"
147,1,세종특별자치시,2015,남성,도윤,도윤(6.74%),25
148,2,세종특별자치시,2015,남성,민준,민준(5.93%),22
149,2,세종특별자치시,2015,남성,서윤,서윤(5.93%),22
150,4,세종특별자치시,2015,남성,서준,서준(5.66%),21
151,4,세종특별자치시,2015,남성,주원,주원(5.66%),21
152,6,세종특별자치시,2015,남성,서진,서진(5.39%),20
153,6,세종특별자치시,2015,남성,우진,우진(5.39%),20
154,6,세종특별자치시,2015,남성,지우,지우(5.39%),20
155,6,세종특별자치시,2015,남성,지윤,지윤(5.39%),20
156,10,세종특별자치시,2015,남성,서현,서현(5.12%),19
157,11,세종특별자치시,2015,남성,예준,예준(4.85%),18
158,12,세종특별자치시,2015,남성,윤서,윤서(4.58%),17
159,12,세종특별자치시,2015,남성,준우,준우(4.58%),17
160,14,세종특별자치시,2015,남성,예린,예린(4.31%),16
161,14,세종특별자치시,2015,남성,지유,지유(4.31%),16
162,14,세종특별자치시,2015,남성,지후,지후(4.31%),16
