순위,지역,년도,성별,이름,비율,건수
1,서울특별시,2012,남성,지원,지원(8.94%),344
2,서울특별시,2012,남성,서연,서연(7.90%),304
3,서울특별시,2012,남성,수연,수연(6.00%),231
4,서울특별시,2012,남성,유진,유진(5.79%),223
5,서울특별시,2012,남성,서영,서영(5.74%),221
6,서울특별시,2012,남성,서현,서현(5.45%),210
7,서울특별시,2012,남성,서윤,서윤(5.25%),202
8,서울특별시,2012,남성,민서,민서(5.09%),196
9,서울특별시,2012,남성,민정,민정(4.96%),191
9,서울특별시,2012,남성,민주,민주(4.96%),191
11,서울특별시,2012,남성,지우,지우(4.78%),184
12,서울특별시,2012,남성,지현,지현(4.42%),170
13,서울특별시,2012,남성,지윤,지윤(4.36%),168
14,서울특별시,2012,남성,수현,수현(4.13%),159
15,서울특별시,2012,남성,지영,지영(3.84%),148
16,서울특별시,2012,남성,민경,민경(3.82%),147
17,서울특별시,2012,남성,윤서,윤서(3.69%),142
17,서울특별시,2012,남성,정원,정원(3.69%),142
17,서울특별시,2012,남성,지연,지연(3.69%),142
20,서울특별시,2012,남성,지민,지민(3.51%),135
21,서울특별시,2012,남성,기타,기타(87.29%),"26,439"
1,부산광역시,2012,남성,지원,지원(7.46%),125
2,부산광역시,2012,남성,서연,서연(7.22%),121
3,부산광역시,2012,남성,서현,서현(6.74%),113
4,부산광역시,2012,남성,지윤,지윤(5.97%),100
5,부산광역시,2012,남성,서윤,서윤(5.79%),97
6,부산광역시,2012,남성,수연,수연(5.25%),88
7,부산광역시,2012,남성,서영,서영(5.19%),87
8,부산광역시,2012,남성,민서,민서(4.89%),82
8,부산광역시,2012,남성,채원,채원(4.89%),82
10,부산광역시,2012,남성,민경,민경(4.77%),80
11,부산광역시,2012,남성,지민,지민(4.59%),77
12,부산광역시,2012,남성,민정,민정(4.53%),76
12,부산광역시,2012,남성,지현,지현(4.53%),76
14,부산광역시,2012,남성,나경,나경(4.42%),74
15,부산광역시,2012,남성,민주,민주(4.30%),72
16,부산광역시,2012,남성,수현,수현(4.24%),71
17,부산광역시,2012,남성,유진,유진(4.00%),67
18,부산광역시,2012,남성,시현,시현(3.88%),65
19,부산광역시,2012,남성,정원,정원(3.82%),64
20,부산광역시,2012,남성,나현,나현(3.52%),59
21,부산광역시,2012,남성,기타,기타(87.82%),"12,082"
1,대구광역시,2012,남성,지원,지원(7.44%),66
2,대구광역시,2012,남성,서연,서연(7.10%),63
2,대구광역시,2012,남성,수연,수연(7.10%),63
4,대구광역시,2012,남성,수현,수현(6.31%),56
5,대구광역시,2012,남성,민서,민서(5.98%),53
5,대구광역시,2012,남성,서영,서영(5.98%),53
5,대구광역시,2012,남성,지윤,지윤(5.98%),53
8,대구광역시,2012,남성,서현,서현(5.64%),50
9,대구광역시,2012,남성,나경,나경(5.30%),47
10,대구광역시,2012,남성,민주,민주(4.85%),43
11,대구광역시,2012,남성,규리,규리(4.06%),36
11,대구광역시,2012,남성,서윤,서윤(4.06%),36
13,대구광역시,2012,남성,민정,민정(3.95%),35
13,대구광역시,2012,남성,유진,유진(3.95%),35
15,대구광역시,2012,남성,민경,민경(3.83%),34
15,대구광역시,2012,남성,수민,수민(3.83%),34
17,대구광역시,2012,남성,나연,나연(3.72%),33
17,대구광역시,2012,남성,지민,지민(3.72%),33
19,대구광역시,2012,남성,도연,도연(3.61%),32
19,대구광역시,2012,남성,지우,지우(3.61%),32
20,대구광역시,2012,남성,기타,기타(88.33%),"6,712"
1,인천광역시,2012,남성,서영,서영(7.30%),71
2,인천광역시,2012,남성,지원,지원(7.19%),70
3,인천광역시,2012,남성,서현,서현(6.68%),65
4,인천광역시,2012,남성,서연,서연(6.47%),63
5,인천광역시,2012,남성,수연,수연(5.65%),55
6,인천광역시,2012,남성,지윤,지윤(5.45%),53
7,인천광역시,2012,남성,민정,민정(5.34%),52
8,인천광역시,2012,남성,수현,수현(5.24%),51
8,인천광역시,2012,남성,지연,지연(5.24%),51
10,인천광역시,2012,남성,민서,민서(5.14%),50
11,인천광역시,2012,남성,민경,민경(4.73%),46
12,인천광역시,2012,남성,서윤,서윤(4.62%),45
13,인천광역시,2012,남성,지우,지우(4.52%),44
14,인천광역시,2012,남성,민주,민주(4.42%),43
15,인천광역시,2012,남성,도연,도연(3.91%),38
15,인천광역시,2012,남성,윤서,윤서(3.91%),38
17,인천광역시,2012,남성,유진,유진(3.80%),37
18,인천광역시,2012,남성,연우,연우(3.60%),35
19,인천광역시,2012,남성,민준,민준(3.39%),33
19,인천광역시,2012,남성,지현,지현(3.39%),33
20,인천광역시,2012,남성,기타,기타(87.13%),"6,586"
1,광주광역시,2012,남성,서연,서연(6.59%),38
2,광주광역시,2012,남성,연우,연우(5.89%),34
3,광주광역시,2012,남성,민정,민정(5.72%),33
