순위,지역,년도,성별,이름,비율,건수
1,서울특별시,2016,남성,민준,민준(8.43%),7
2,서울특별시,2016,남성,도현,도현(7.23%),6
2,서울특별시,2016,남성,주현,주현(7.23%),6
4,서울특별시,2016,남성,우진,우진(6.02%),5
4,서울특별시,2016,남성,준혁,준혁(6.02%),5
4,서울특별시,2016,남성,지환,지환(6.02%),5
4,서울특별시,2016,남성,현석,현석(6.02%),5
8,서울특별시,2016,남성,건우,건우(4.82%),4
8,서울특별시,2016,남성,민규,민규(4.82%),4
8,서울특별시,2016,남성,서준,서준(4.82%),4
8,서울특별시,2016,남성,요한,요한(4.82%),4
8,서울특별시,2016,남성,준영,준영(4.82%),4
13,서울특별시,2016,남성,강민,강민(3.61%),3
13,서울특별시,2016,남성,도원,도원(3.61%),3
13,서울특별시,2016,남성,도윤,도윤(3.61%),3
13,서울특별시,2016,남성,민서,민서(3.61%),3
13,서울특별시,2016,남성,정훈,정훈(3.61%),3
13,서울특별시,2016,남성,지윤,지윤(3.61%),3
13,서울특별시,2016,남성,태호,태호(3.61%),3
13,서울특별시,2016,남성,현수,현수(3.61%),3
14,서울특별시,2016,남성,기타,기타(85.59%),493
1,부산광역시,2016,남성,지원,지원(7.85%),101
2,부산광역시,2016,남성,서연,서연(7.77%),100
3,부산광역시,2016,남성,서현,서현(7.07%),91
4,부산광역시,2016,남성,민서,민서(5.52%),71
5,부산광역시,2016,남성,수현,수현(5.36%),69
6,부산광역시,2016,남성,수연,수연(5.21%),67
6,부산광역시,2016,남성,채원,채원(5.21%),67
8,부산광역시,2016,남성,유정,유정(5.05%),65
9,부산광역시,2016,남성,지윤,지윤(4.90%),63
10,부산광역시,2016,남성,주원,주원(4.58%),59
11,부산광역시,2016,남성,정원,정원(4.43%),57
12,부산광역시,2016,남성,서윤,서윤(4.35%),56
12,부산광역시,2016,남성,유진,유진(4.35%),56
14,부산광역시,2016,남성,민정,민정(4.27%),55
14,부산광역시,2016,남성,서영,서영(4.27%),55
16,부산광역시,2016,남성,시현,시현(4.12%),53
16,부산광역시,2016,남성,지현,지현(4.12%),53
18,부산광역시,2016,남성,지안,지안(4.04%),52
19,부산광역시,2016,남성,도현,도현(3.81%),49
20,부산광역시,2016,남성,지우,지우(3.73%),48
21,부산광역시,2016,남성,기타,기타(88.86%),"10,265"
1,대구광역시,2016,남성,서연,서연(7.54%),63
2,대구광역시,2016,남성,지원,지원(6.70%),56
3,대구광역시,2016,남성,수연,수연(6.58%),55
4,대구광역시,2016,남성,수현,수현(5.74%),48
5,대구광역시,2016,남성,서현,서현(5.50%),46
6,대구광역시,2016,남성,주원,주원(5.38%),45
7,대구광역시,2016,남성,민서,민서(5.14%),43
8,대구광역시,2016,남성,도경,도경(5.02%),42
